word1,word2,label,bert_pred,dual_pred,edit_distance,edit_distance_norm,char_jaccard,len_diff,bert_correct,dual_correct,category,ed_bin,jaccard_bin,len_diff_bin
abschüssig,eben,1,1,1,9,0.9,0.1,6,True,True,both,"(0.8,1.0]","(0,0.2]",6+
abtritt,rücktritt,0,1,0,4,0.4444444444444444,0.375,2,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",2
abwiegeln,beschwichtigen,0,1,0,10,0.7142857142857143,0.5,5,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",3-5
abwiegeln,mildern,0,0,1,6,0.6666666666666666,0.36363636363636365,2,True,False,bert_only,"(0.6,0.8]","(0.2,0.4]",2
abänderbar,unabänderbar,1,1,1,2,0.16666666666666666,0.875,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
achterdeck,vorderdeck,1,1,1,4,0.4,0.5,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
after,medizin,0,0,0,7,1.0,0.1,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
aktiv,passiv,1,1,1,3,0.5,0.42857142857142855,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
alkoholabhängige,alkoholikerin,0,1,0,8,0.5,0.6666666666666666,3,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",3-5
also,demzufolge,0,1,0,9,0.9,0.18181818181818182,6,False,True,dual_only,"(0.8,1.0]","(0,0.2]",6+
altstadt,neustadt,1,1,0,3,0.375,0.5,0,True,False,bert_only,"(0.2,0.4]","(0.4,0.6]",0
amateur,fachmann,1,0,0,7,0.875,0.2,1,False,False,neither,"(0.8,1.0]","(0,0.2]",1
amateur,professional,1,1,0,11,0.9166666666666666,0.23076923076923078,5,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",3-5
amateur,profi,1,1,0,7,1.0,0.1,2,True,False,bert_only,"(0.8,1.0]","(0,0.2]",2
amtsniederlegung,rücktritt,0,0,0,15,0.9375,0.2,7,True,True,both,"(0.8,1.0]","(0,0.2]",6+
anbieten,naheliegen,0,0,0,5,0.5,0.4444444444444444,2,True,True,both,"(0.4,0.6]","(0.4,0.6]",2
anblicken,wegblicken,1,1,1,3,0.3,0.7,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
angenehm,übel,1,0,1,7,0.875,0.1111111111111111,4,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
anisotrop,isotrop,1,0,1,2,0.2222222222222222,0.75,2,False,True,dual_only,"(0.2,0.4]","(0.6,0.8]",2
anstandslos,glatt,0,1,1,10,0.9090909090909091,0.375,6,False,False,neither,"(0.8,1.0]","(0.2,0.4]",6+
anstrengend,belastend,0,0,1,8,0.7272727272727273,0.6,2,True,False,bert_only,"(0.6,0.8]","(0.4,0.6]",2
anthropophagie,menschenfresserei,0,0,0,14,0.8235294117647058,0.35714285714285715,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
antrittsvorlesung,inauguralvorlesung,0,1,1,8,0.4444444444444444,0.9166666666666666,1,False,False,neither,"(0.4,0.6]","(0.8,1.0]",1
arbeiten,defekt,1,1,0,6,0.75,0.2,2,True,False,bert_only,"(0.6,0.8]","(0,0.2]",2
armselig,beneidenswert,1,1,0,12,0.9230769230769231,0.3076923076923077,5,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",3-5
artig,unartig,1,1,0,2,0.2857142857142857,0.7142857142857143,2,True,False,bert_only,"(0.2,0.4]","(0.6,0.8]",2
auditiv,haptisch,1,0,1,6,0.75,0.3,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
aufenthaltsgenehmigung,aufenthaltsverbot,1,1,1,10,0.45454545454545453,0.5625,5,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
aufmunternd,enttäuschend,1,1,1,9,0.75,0.38461538461538464,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
aufoktroyieren,oktroyieren,0,1,1,3,0.21428571428571427,0.7272727272727273,3,False,False,neither,"(0.2,0.4]","(0.6,0.8]",3-5
augentrost,milchdieb,0,0,0,10,1.0,0.0625,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
augmentativ,diminutivbildung,1,1,0,13,0.8125,0.5833333333333334,5,True,False,bert_only,"(0.8,1.0]","(0.4,0.6]",3-5
ausatmung,einatmung,1,1,0,3,0.3333333333333333,0.6666666666666666,0,True,False,bert_only,"(0.2,0.4]","(0.6,0.8]",0
ausbeutung,nepp,0,0,0,9,0.9,0.2222222222222222,6,True,True,both,"(0.8,1.0]","(0.2,0.4]",6+
ausführen,importieren,1,1,0,8,0.7272727272727273,0.21428571428571427,2,True,False,bert_only,"(0.6,0.8]","(0.2,0.4]",2
ausser,mit,1,1,1,6,1.0,0.0,3,True,True,both,"(0.8,1.0]",0,3-5
austral,boreal,1,0,0,5,0.7142857142857143,0.3333333333333333,1,False,False,neither,"(0.6,0.8]","(0.2,0.4]",1
auswanderung,einwanderung,1,1,1,3,0.25,0.8,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
auswirken,haben,0,1,0,7,0.7777777777777778,0.2727272727272727,4,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
auswärtig,inner,1,1,1,8,0.8888888888888888,0.18181818181818182,4,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
aviarium,vogelhaus,0,0,0,8,0.8888888888888888,0.25,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
bach,rinnsal,0,0,0,7,1.0,0.1111111111111111,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
backbord,steuerbord,1,0,1,6,0.6,0.36363636363636365,2,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",2
barmherzigkeit,unbarmherzigkeit,1,1,0,2,0.125,0.8461538461538461,2,True,False,bert_only,"(0,0.2]","(0.8,1.0]",2
bastion,wehr,0,0,0,7,1.0,0.0,3,True,True,both,"(0.8,1.0]",0,3-5
bedienen,servieren,0,1,0,4,0.4444444444444444,0.375,1,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",1
beeilen,trödeln,1,0,0,6,0.8571428571428571,0.3333333333333333,0,False,False,neither,"(0.8,1.0]","(0.2,0.4]",0
beeindruckt,unbeeindruckt,1,1,1,2,0.15384615384615385,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
befreundet,verfeindet,1,1,1,4,0.4,0.6,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
befund,diagnose,0,0,0,7,0.875,0.2727272727272727,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
begreiflich,unverständlich,1,1,1,9,0.6428571428571429,0.375,3,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
behandlung,therapie,0,0,0,9,0.9,0.23076923076923078,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
beherztheit,wankelmut,1,0,1,10,0.9090909090909091,0.14285714285714285,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
bekräftigen,hervorheben,0,1,0,8,0.7272727272727273,0.3076923076923077,0,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",0
belegt,überfüllt,0,1,0,6,0.6666666666666666,0.5,3,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",3-5
bemängeln,monieren,0,0,0,6,0.6666666666666666,0.3,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
berechtigterweise,unzulässigerweise,1,1,1,9,0.5294117647058824,0.4,0,True,True,both,"(0.4,0.6]","(0.2,0.4]",0
berg,höhe,0,0,0,4,1.0,0.16666666666666666,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
beschiessung,feuer,0,0,0,10,0.8333333333333334,0.18181818181818182,7,True,True,both,"(0.8,1.0]","(0,0.2]",6+
beseelt,seelenvoll,0,0,0,7,0.7,0.375,3,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
besprechen,darlegen,0,0,0,7,0.7,0.25,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
bestimmbar,indefinibel,1,0,0,9,0.8181818181818182,0.25,1,False,False,neither,"(0.8,1.0]","(0.2,0.4]",1
beständig,unbeständig,1,1,1,2,0.18181818181818182,0.9,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
betteln,flehen,0,0,0,5,0.7142857142857143,0.42857142857142855,1,True,True,both,"(0.6,0.8]","(0.4,0.6]",1
bezeichnendes,signifikant,0,1,1,11,0.8461538461538461,0.21428571428571427,2,False,False,neither,"(0.8,1.0]","(0.2,0.4]",2
biene,drohne,1,0,0,4,0.6666666666666666,0.25,1,False,False,neither,"(0.6,0.8]","(0.2,0.4]",1
bilderbuch,lesebuch,1,0,0,5,0.5,0.6,2,False,False,neither,"(0.4,0.6]","(0.4,0.6]",2
bilderschrift,silbenschrift,1,0,0,3,0.23076923076923078,0.8333333333333334,0,False,False,neither,"(0.2,0.4]","(0.8,1.0]",0
bildungssprachlich,bravo,0,1,1,15,0.8333333333333334,0.2,13,False,False,neither,"(0.8,1.0]","(0,0.2]",6+
bildungssprachlich,bus,0,1,0,15,0.8333333333333334,0.23076923076923078,15,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",6+
blass,braungebrannt,1,0,1,11,0.8461538461538461,0.2,8,False,True,dual_only,"(0.8,1.0]","(0,0.2]",6+
blass,dunkel,1,0,1,6,1.0,0.1111111111111111,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
blender,grosssprecher,0,0,0,10,0.7692307692307693,0.16666666666666666,6,True,True,both,"(0.6,0.8]","(0,0.2]",6+
blutschande,rassenschande,0,0,0,6,0.46153846153846156,0.5833333333333334,2,True,True,both,"(0.4,0.6]","(0.4,0.6]",2
blödsinnigerweise,vernünftigerweise,1,1,1,8,0.47058823529411764,0.4666666666666667,0,True,True,both,"(0.4,0.6]","(0.4,0.6]",0
blöd,klug,1,0,1,3,0.75,0.14285714285714285,0,False,True,dual_only,"(0.6,0.8]","(0,0.2]",0
boss,chef,0,0,0,4,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
brav,frech,1,0,0,4,0.8,0.125,1,False,False,neither,"(0.6,0.8]","(0,0.2]",1
buchstabe,grossbuchstabe,1,0,1,5,0.35714285714285715,0.7272727272727273,5,False,True,dual_only,"(0.2,0.4]","(0.6,0.8]",3-5
bulette,fleischlaberl,0,0,0,11,0.8461538461538461,0.25,6,True,True,both,"(0.8,1.0]","(0.2,0.4]",6+
bundesdeutsch,hebamme,0,1,0,12,0.9230769230769231,0.2727272727272727,6,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",6+
busemand,butzemann,0,0,0,3,0.3333333333333333,0.6,1,True,True,both,"(0.2,0.4]","(0.4,0.6]",1
bäumen,widersetzen,0,1,0,9,0.8181818181818182,0.15384615384615385,5,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
cinnabarit,zinnober,0,0,0,5,0.5,0.4,2,True,True,both,"(0.4,0.6]","(0.2,0.4]",2
clip,klemme,0,0,0,5,0.8333333333333334,0.14285714285714285,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
comedienne,humoristin,0,0,0,8,0.8,0.3333333333333333,0,True,True,both,"(0.6,0.8]","(0.2,0.4]",0
computersprache,maschinensprache,0,0,1,8,0.5,0.6153846153846154,1,True,False,bert_only,"(0.4,0.6]","(0.6,0.8]",1
darstellen,herausstellen,0,1,0,5,0.38461538461538464,0.7,3,False,True,dual_only,"(0.2,0.4]","(0.6,0.8]",3-5
datenmigration,migration,0,0,0,5,0.35714285714285715,0.8,5,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
dauerhaft,perpetuell,0,0,1,9,0.9,0.4,1,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",1
deklinieren,konjugieren,1,0,1,6,0.5454545454545454,0.45454545454545453,0,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",0
depot,speicher,0,0,0,7,0.875,0.2,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
depressiv,lebhaft,1,0,1,8,0.8888888888888888,0.07692307692307693,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
destruktiv,konstruktiv,1,1,1,3,0.2727272727272727,0.6363636363636364,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
deutsche,teutone,0,0,0,4,0.5,0.3333333333333333,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
dissens,einvernehmen,1,1,1,9,0.75,0.3333333333333333,5,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
divis,trennungsstrich,0,0,0,14,0.9333333333333333,0.16666666666666666,10,True,True,both,"(0.8,1.0]","(0,0.2]",6+
doppelbürger,doppelstaater,0,1,0,5,0.38461538461538464,0.5,1,False,True,dual_only,"(0.2,0.4]","(0.4,0.6]",1
durchsichtig,undurchsichtig,1,1,1,2,0.14285714285714285,0.9,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
eigenfunktion,eigenwert,1,0,0,7,0.5384615384615384,0.45454545454545453,4,False,False,neither,"(0.4,0.6]","(0.4,0.6]",3-5
eingebürgert,ephemer,1,1,0,8,0.6666666666666666,0.18181818181818182,5,True,False,bert_only,"(0.6,0.8]","(0,0.2]",3-5
eingeweihte,fachfrau,0,0,0,11,1.0,0.08333333333333333,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
einheit,vielheit,1,0,0,3,0.375,0.5714285714285714,1,False,False,neither,"(0.2,0.4]","(0.4,0.6]",1
einmalig,exaltiert,0,1,0,7,0.7777777777777778,0.4,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
einmalig,häufig,1,1,0,6,0.75,0.18181818181818182,2,True,False,bert_only,"(0.6,0.8]","(0,0.2]",2
einmummen,verhüllen,0,0,0,7,0.7777777777777778,0.2,0,True,True,both,"(0.6,0.8]","(0,0.2]",0
einsprachig,mehrsprachig,1,1,1,3,0.25,0.8181818181818182,1,True,True,both,"(0.2,0.4]","(0.8,1.0]",1
einwohnerarm,einwohnerreich,1,1,1,5,0.35714285714285715,0.7,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
empfangen,senden,1,1,1,6,0.6666666666666666,0.2222222222222222,3,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
entsetzlich,schrecklich,0,1,1,6,0.5454545454545454,0.5454545454545454,0,False,False,neither,"(0.4,0.6]","(0.4,0.6]",0
entwürdigen,wertschätzen,1,1,1,8,0.6666666666666666,0.35714285714285715,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
erastes,eromenos,1,0,0,5,0.625,0.375,1,False,False,neither,"(0.6,0.8]","(0.2,0.4]",1
erbanlage,erbfaktor,0,0,0,6,0.6666666666666666,0.36363636363636365,0,True,True,both,"(0.6,0.8]","(0.2,0.4]",0
eremit,zönobit,1,0,0,5,0.7142857142857143,0.2,1,False,False,neither,"(0.6,0.8]","(0,0.2]",1
erfahrenerweise,naiverweise,1,1,1,7,0.4666666666666667,0.7,4,True,True,both,"(0.4,0.6]","(0.6,0.8]",3-5
ergraben,gefördert,0,0,0,7,0.7777777777777778,0.3,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
erlaubnis,verbot,1,0,0,7,0.7777777777777778,0.25,3,False,False,neither,"(0.6,0.8]","(0.2,0.4]",3-5
erleiden,zusammenbrechen,1,0,1,11,0.7333333333333333,0.21428571428571427,7,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",6+
ermutigend,ermüdend,1,0,1,4,0.4,0.5,2,False,True,dual_only,"(0.2,0.4]","(0.4,0.6]",2
erniedrigen,loben,1,0,1,9,0.8181818181818182,0.2222222222222222,6,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",6+
erringen,verfehlen,1,0,1,5,0.5555555555555556,0.3333333333333333,1,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",1
ersatz,ersetzung,0,0,0,4,0.4444444444444444,0.5555555555555556,3,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
erstaunen,verblüffen,0,0,0,6,0.6,0.25,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
erst,schon,1,1,1,5,1.0,0.125,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
etagere,regal,0,0,0,6,0.8571428571428571,0.6666666666666666,2,True,True,both,"(0.8,1.0]","(0.6,0.8]",2
existent,extinkt,1,1,0,4,0.5,0.7142857142857143,1,True,False,bert_only,"(0.4,0.6]","(0.6,0.8]",1
explosivlaut,plosivlaut,0,0,0,2,0.16666666666666666,0.8181818181818182,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
farbig,matt,1,0,1,5,0.8333333333333334,0.125,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
faulenzer,linienblatt,0,0,0,9,0.8181818181818182,0.36363636363636365,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
feldsalat,rapunzel,0,0,0,9,1.0,0.25,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
flachlegen,zusammenschlagen,0,0,0,9,0.5625,0.5833333333333334,6,True,True,both,"(0.4,0.6]","(0.4,0.6]",6+
fliess,gracht,0,0,0,6,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
flugzeugpropeller,luftschraube,0,0,0,13,0.7647058823529411,0.3333333333333333,5,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
flüstern,schreien,1,0,1,7,0.875,0.36363636363636365,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
fortan,nunmehr,0,0,0,7,1.0,0.2,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
fortbestehen,weiterexistieren,0,1,0,9,0.5625,0.4166666666666667,4,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",3-5
frankophil,frankophob,1,1,1,2,0.2,0.7272727272727273,0,True,True,both,"(0,0.2]","(0.6,0.8]",0
fressbarren,futtertrog,0,0,0,9,0.8181818181818182,0.2727272727272727,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
friedhof,kirchfriedhof,0,0,0,5,0.38461538461538464,0.7777777777777778,5,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
friseurstuhl,frisierstuhl,0,1,0,2,0.16666666666666666,1.0,0,False,True,dual_only,"(0,0.2]","(0.8,1.0]",0
früchtebrot,hutzelbrot,0,0,0,7,0.6363636363636364,0.5,1,True,True,both,"(0.6,0.8]","(0.4,0.6]",1
frühherbst,spätherbst,1,1,1,4,0.4,0.6,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
fuffi,hunni,1,0,1,3,0.6,0.4,0,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",0
furchteinflössend,furchterregend,0,1,0,7,0.4117647058823529,0.6428571428571429,3,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",3-5
furchtlosigkeit,verzagtheit,1,1,1,11,0.7333333333333333,0.375,4,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
fussgängerunterführung,fussgängerüberführung,1,0,0,3,0.13636363636363635,0.8333333333333334,1,False,False,neither,"(0,0.2]","(0.8,1.0]",1
fähig,unfähig,1,1,1,2,0.2857142857142857,0.7142857142857143,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
gauch,narr,0,0,0,4,0.8,0.14285714285714285,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
gebildet,ungelehrt,1,1,1,7,0.7777777777777778,0.36363636363636365,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
gebunden,ungebunden,1,1,1,2,0.2,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
gefüllt,leer,1,0,1,6,0.8571428571428571,0.2857142857142857,3,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
gegenschwieger,mitschwiegermutter,0,1,0,11,0.6111111111111112,0.6666666666666666,4,False,True,dual_only,"(0.6,0.8]","(0.6,0.8]",3-5
geisseln,peitschen,0,0,0,5,0.5555555555555556,0.4,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
gekonnt,ungeschickt,1,0,1,8,0.7272727272727273,0.45454545454545453,4,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",3-5
gelegenheit,gunst,0,1,0,8,0.7272727272727273,0.3333333333333333,6,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",6+
gell,gelle,0,0,0,1,0.2,1.0,1,True,True,both,"(0,0.2]","(0.8,1.0]",1
geltungssucht,grössenwahn,0,0,0,11,0.8461538461538461,0.38461538461538464,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
genau,grob,1,1,1,4,0.8,0.125,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
genehmigung,verbot,1,1,0,10,0.9090909090909091,0.08333333333333333,5,True,False,bert_only,"(0.8,1.0]","(0,0.2]",3-5
geomorphologie,landformenkunde,0,0,0,12,0.8,0.3333333333333333,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
georgisch,grusinisch,0,1,0,5,0.5,0.6,1,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",1
gepflegtesten,ungepflegtesten,1,0,1,2,0.13333333333333333,0.8888888888888888,2,False,True,dual_only,"(0,0.2]","(0.8,1.0]",2
gereizt,hitzig,0,0,0,6,0.8571428571428571,0.5714285714285714,1,True,True,both,"(0.8,1.0]","(0.4,0.6]",1
gerichtsdiener,weibel,0,0,0,11,0.7857142857142857,0.15384615384615385,8,True,True,both,"(0.6,0.8]","(0,0.2]",6+
gerundium,verlaufsform,0,0,0,8,0.6666666666666666,0.2857142857142857,3,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
geräuschlos,geräuschvoll,1,0,1,3,0.25,0.9090909090909091,1,False,True,dual_only,"(0.2,0.4]","(0.8,1.0]",1
geschmacklos,geschmackvoll,1,1,0,3,0.23076923076923078,0.9090909090909091,1,True,False,bert_only,"(0.2,0.4]","(0.8,1.0]",1
gesprächig,schweigsam,1,0,1,10,1.0,0.5,0,False,True,dual_only,"(0.8,1.0]","(0.4,0.6]",0
getöse,wirbel,0,1,0,6,1.0,0.1,0,False,True,dual_only,"(0.8,1.0]","(0,0.2]",0
gewöhnlicherweise,unüblicherweise,1,1,1,6,0.35294117647058826,0.6428571428571429,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
gewöhnlich,sonderbar,1,0,1,10,1.0,0.13333333333333333,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
gluten,klebereiweiss,0,0,0,11,0.8461538461538461,0.16666666666666666,7,True,True,both,"(0.8,1.0]","(0,0.2]",6+
grossmachtpolitik,imperialismus,0,1,0,15,0.8823529411764706,0.4666666666666667,4,False,True,dual_only,"(0.8,1.0]","(0.4,0.6]",3-5
grussadresse,grussbotschaft,0,0,0,9,0.6428571428571429,0.38461538461538464,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
grössenwahn,selbstverkleinerung,1,0,1,15,0.7894736842105263,0.3125,8,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",6+
gunst,ungunst,1,1,0,2,0.2857142857142857,1.0,2,True,False,bert_only,"(0.2,0.4]","(0.8,1.0]",2
gönnertum,missgunst,1,0,0,9,1.0,0.5,0,False,False,neither,"(0.8,1.0]","(0.4,0.6]",0
haarig,haarlos,1,1,1,3,0.42857142857142855,0.375,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
hackedicht,sternhagelvoll,0,0,0,12,0.8571428571428571,0.26666666666666666,4,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
hallo,tschüs,1,0,1,6,1.0,0.125,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
haltbar,verderblich,1,0,1,10,0.9090909090909091,0.36363636363636365,4,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
harm,qual,0,0,0,4,1.0,0.14285714285714285,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
heil,krank,1,1,1,5,1.0,0.0,1,True,True,both,"(0.8,1.0]",0,1
heimlich,offensichtlich,1,1,1,8,0.5714285714285714,0.45454545454545453,6,True,True,both,"(0.4,0.6]","(0.4,0.6]",6+
heisa,juchhe,0,0,0,6,1.0,0.25,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
herabsetzen,heraufsetzen,1,1,1,2,0.16666666666666666,0.7272727272727273,1,True,True,both,"(0,0.2]","(0.6,0.8]",1
herabsteigen,hinaufsteigen,1,1,1,4,0.3076923076923077,0.6666666666666666,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
herauszoomen,hineinzoomen,1,1,0,5,0.4166666666666667,0.5454545454545454,0,True,False,bert_only,"(0.4,0.6]","(0.4,0.6]",0
herunterladen,uploaden,1,0,1,8,0.6153846153846154,0.5454545454545454,5,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",3-5
hinaufschaffen,hocharbeiten,0,0,0,11,0.7857142857142857,0.46153846153846156,2,True,True,both,"(0.6,0.8]","(0.4,0.6]",2
holzhof,holzplatz,0,0,0,5,0.5555555555555556,0.5,2,True,True,both,"(0.4,0.6]","(0.4,0.6]",2
hypermetropisch,myopisch,1,1,1,8,0.5333333333333333,0.7272727272727273,7,True,True,both,"(0.4,0.6]","(0.6,0.8]",6+
hölle,paradies,1,0,0,7,0.875,0.1,3,False,False,neither,"(0.8,1.0]","(0,0.2]",3-5
ideal,leitbild,0,0,0,6,0.75,0.5714285714285714,3,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
illegal,legal,1,1,1,2,0.2857142857142857,0.8,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
