word1,word2,label,bert_pred,dual_pred,edit_distance,edit_distance_norm,char_jaccard,len_diff,bert_correct,dual_correct,category,ed_bin,jaccard_bin,len_diff_bin
finale,initiale,1,1,1,4,0.5,0.7142857142857143,2,True,True,both,"(0.4,0.6]","(0.6,0.8]",2
flamin,flappie,0,0,0,3,0.42857142857142855,0.5,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
flet,picaud,0,0,0,6,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
force,violence,0,1,1,5,0.625,0.3333333333333333,3,False,False,neither,"(0.6,0.8]","(0.2,0.4]",3-5
furax,furibard,0,0,1,4,0.5,0.5,3,True,False,bert_only,"(0.4,0.6]","(0.4,0.6]",3-5
féminité,masculinité,1,1,1,6,0.5454545454545454,0.45454545454545453,3,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
gaga,gâteux,0,1,0,5,0.8333333333333334,0.14285714285714285,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
groupiciel,groupware,0,1,1,4,0.4,0.5454545454545454,1,False,False,neither,"(0.2,0.4]","(0.4,0.6]",1
guamais,guamien,0,0,0,3,0.42857142857142855,0.625,0,True,True,both,"(0.4,0.6]","(0.6,0.8]",0
halal,haram,1,0,1,2,0.4,0.4,0,False,True,dual_only,"(0.2,0.4]","(0.2,0.4]",0
hargneux,irritable,0,0,1,8,0.8888888888888888,0.25,1,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",1
herbivore,omnivore,1,0,1,4,0.4444444444444444,0.5555555555555556,1,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",1
immortel,mortel,1,1,1,2,0.25,0.8571428571428571,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
implantation,plantation,1,0,1,2,0.16666666666666666,0.875,2,False,True,dual_only,"(0,0.2]","(0.8,1.0]",2
inintéressant,intéressant,1,0,1,2,0.15384615384615385,1.0,2,False,True,dual_only,"(0,0.2]","(0.8,1.0]",2
insonore,sonore,1,0,1,2,0.25,0.8333333333333334,2,False,True,dual_only,"(0.2,0.4]","(0.8,1.0]",2
intercellulaire,intracellulaire,1,1,1,2,0.13333333333333333,1.0,0,True,True,both,"(0,0.2]","(0.8,1.0]",0
interprovincial,intraprovincial,1,1,1,2,0.13333333333333333,0.9090909090909091,0,True,True,both,"(0,0.2]","(0.8,1.0]",0
intuber,tuber,1,0,0,2,0.2857142857142857,0.7142857142857143,2,False,False,neither,"(0.2,0.4]","(0.6,0.8]",2
lunna,tama,0,0,1,4,0.8,0.16666666666666666,1,True,False,bert_only,"(0.6,0.8]","(0,0.2]",1
matrilocal,patrilocal,1,0,0,1,0.1,0.7777777777777778,0,False,False,neither,"(0,0.2]","(0.6,0.8]",0
maximal,minimal,1,0,1,2,0.2857142857142857,0.6666666666666666,0,False,True,dual_only,"(0.2,0.4]","(0.6,0.8]",0
monocristallin,polycristallin,1,1,1,3,0.21428571428571427,0.75,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
monosémie,polysémie,1,1,1,3,0.3333333333333333,0.6,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
négativité,positivité,1,1,1,4,0.4,0.4,0,True,True,both,"(0.2,0.4]","(0.2,0.4]",0
oblate,prolate,1,0,1,3,0.42857142857142855,0.625,1,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",1
olympique,sportif,0,0,0,8,0.8888888888888888,0.23076923076923078,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
ozonide,ozonure,0,0,0,2,0.2857142857142857,0.5,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
paraconide,paracône,0,0,0,3,0.3,0.6,2,True,True,both,"(0.2,0.4]","(0.4,0.6]",2
particulier,universel,1,0,1,9,0.8181818181818182,0.4166666666666667,2,False,True,dual_only,"(0.8,1.0]","(0.4,0.6]",2
placebo,verum,1,0,1,7,1.0,0.09090909090909091,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
pourrissage,schappage,0,0,0,8,0.7272727272727273,0.45454545454545453,2,True,True,both,"(0.6,0.8]","(0.4,0.6]",2
prêter,rembourser,1,0,1,8,0.8,0.2,4,False,True,dual_only,"(0.6,0.8]","(0,0.2]",3-5
psilo,psilocybe,0,0,0,4,0.4444444444444444,0.5555555555555556,4,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
respect,égard,0,1,1,7,1.0,0.1,2,False,False,neither,"(0.8,1.0]","(0,0.2]",2
ressenti,émotion,0,0,1,8,1.0,0.3333333333333333,1,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",1
savetier,taconnier,0,0,0,5,0.5555555555555556,0.5,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
sinoque,zinzin,0,0,0,5,0.7142857142857143,0.25,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
trouspinette,épinette,0,1,0,5,0.4166666666666667,0.5,4,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",3-5
épicurisme,érémitisme,1,1,1,5,0.5,0.6,0,True,True,both,"(0.4,0.6]","(0.4,0.6]",0
