word1,word2,label,bert_pred,dual_pred,edit_distance,edit_distance_norm,char_jaccard,len_diff,bert_correct,dual_correct,category,ed_bin,jaccard_bin,len_diff_bin
condicionalmente,incondicionalmente,1,1,1,2,0.1111111111111111,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
consideración,inconsideración,1,1,1,2,0.13333333333333333,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
contrahechura,hechura,1,0,1,6,0.46153846153846156,0.6666666666666666,6,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",6+
contraparte,parte,1,1,0,6,0.5454545454545454,0.625,6,True,False,bert_only,"(0.4,0.6]","(0.6,0.8]",6+
contratenor,tenor,1,0,1,6,0.5454545454545454,0.7142857142857143,6,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",6+
correctamente,incorrectamente,1,1,1,2,0.13333333333333333,0.8888888888888888,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
correcto,incorrecto,1,1,1,2,0.2,0.7142857142857143,2,True,True,both,"(0,0.2]","(0.6,0.8]",2
cruzado,descruzado,1,1,1,3,0.3,0.7777777777777778,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
crédito,deuda,0,1,1,6,0.8571428571428571,0.1,2,False,False,neither,"(0.8,1.0]","(0,0.2]",2
cuello,descuello,1,0,0,3,0.3333333333333333,0.7142857142857143,3,False,False,neither,"(0.2,0.4]","(0.6,0.8]",3-5
cuento,descuento,1,0,0,3,0.3333333333333333,0.75,3,False,False,neither,"(0.2,0.4]","(0.6,0.8]",3-5
desairar,requebrar,1,1,1,5,0.5555555555555556,0.3333333333333333,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
descaro,desvergenza,0,1,1,7,0.6363636363636364,0.45454545454545453,4,False,False,neither,"(0.6,0.8]","(0.4,0.6]",3-5
descompuesto,podrido,0,1,1,10,0.8333333333333334,0.2727272727272727,5,False,False,neither,"(0.8,1.0]","(0.2,0.4]",3-5
desenfadado,enfadado,1,1,1,3,0.2727272727272727,0.8571428571428571,3,True,True,both,"(0.2,0.4]","(0.8,1.0]",3-5
desesperanza,esperanza,1,1,1,3,0.25,0.875,3,True,True,both,"(0.2,0.4]","(0.8,1.0]",3-5
desfibrilación,fibrilación,1,1,1,3,0.21428571428571427,0.75,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
deshonestamente,honestamente,1,1,1,3,0.2,0.8888888888888888,3,True,True,both,"(0,0.2]","(0.8,1.0]",3-5
desigualdad,igualdad,1,1,1,3,0.2727272727272727,0.75,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
desinfectar,infectar,1,1,1,3,0.2727272727272727,0.8,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
desinflación,inflación,1,1,1,3,0.25,0.7,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
deslealtad,lealtad,1,1,1,3,0.3,0.8333333333333334,3,True,True,both,"(0.2,0.4]","(0.8,1.0]",3-5
deslustre,lustre,1,1,1,3,0.3333333333333333,0.8571428571428571,3,True,True,both,"(0.2,0.4]","(0.8,1.0]",3-5
desnivelar,nivelar,1,1,1,3,0.3,0.7777777777777778,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
desobstruir,obstruir,1,1,1,3,0.2727272727272727,0.7777777777777778,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
desuniforme,uniforme,1,1,1,3,0.2727272727272727,0.8,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
dextrógiro,levógiro,1,0,1,4,0.4,0.5454545454545454,2,False,True,dual_only,"(0.2,0.4]","(0.4,0.6]",2
dicción,indicción,1,1,1,2,0.2222222222222222,1.0,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
digestión,indigestión,1,1,1,2,0.18181818181818182,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
digno,indigno,1,1,1,2,0.2857142857142857,1.0,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
discurrir,pensar,0,1,1,8,0.8888888888888888,0.2,3,False,False,neither,"(0.8,1.0]","(0,0.2]",3-5
disenso,disentimiento,0,1,1,7,0.5384615384615384,0.75,6,False,False,neither,"(0.4,0.6]","(0.6,0.8]",6+
diñarla,espicharlas,0,0,1,6,0.5454545454545454,0.36363636363636365,4,True,False,bert_only,"(0.4,0.6]","(0.2,0.4]",3-5
duda,vacilación,0,1,1,9,0.9,0.1111111111111111,6,False,False,neither,"(0.8,1.0]","(0,0.2]",6+
día,noche,1,1,1,5,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
edificante,noedificante,1,1,1,2,0.16666666666666666,0.8888888888888888,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
embarazada,preñada,0,0,1,6,0.6,0.4444444444444444,3,True,False,bert_only,"(0.4,0.6]","(0.4,0.6]",3-5
empuñadura,mango,0,0,0,8,0.8,0.18181818181818182,5,True,True,both,"(0.6,0.8]","(0,0.2]",3-5
engrupir,tangar,0,0,0,6,0.75,0.3333333333333333,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
esclavismo,esclavitud,0,1,1,3,0.3,0.5833333333333334,0,False,False,neither,"(0.2,0.4]","(0.4,0.6]",0
espacioso,vasto,0,0,1,7,0.7777777777777778,0.3333333333333333,4,True,False,bert_only,"(0.6,0.8]","(0.2,0.4]",3-5
estimable,inestimable,1,1,1,2,0.18181818181818182,0.8888888888888888,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
estorbar,obstruir,0,0,1,5,0.625,0.5555555555555556,0,True,False,bert_only,"(0.6,0.8]","(0.4,0.6]",0
exactamente,inexactamente,1,1,1,2,0.15384615384615385,0.875,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
experto,menso,1,0,1,5,0.7142857142857143,0.2222222222222222,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
falsear,falsificar,0,0,1,4,0.4,0.625,3,True,False,bert_only,"(0.2,0.4]","(0.6,0.8]",3-5
falsedad,verdad,1,1,1,5,0.625,0.375,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
flaco,gordo,1,0,0,4,0.8,0.125,0,False,False,neither,"(0.6,0.8]","(0,0.2]",0
florero,florista,0,0,0,4,0.5,0.4444444444444444,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
gamitana,tambaquí,0,0,0,6,0.75,0.3,0,True,True,both,"(0.6,0.8]","(0.2,0.4]",0
goma,gomita,0,0,0,2,0.3333333333333333,0.6666666666666666,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
granizo,pedrisco,0,0,0,6,0.75,0.25,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
guante,manopla,0,0,0,6,0.8571428571428571,0.2,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
herida,quemadura,0,0,0,6,0.6666666666666666,0.4444444444444444,3,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
hervidor,tetera,0,0,0,7,0.875,0.2222222222222222,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
hetero,homo,1,1,1,4,0.6666666666666666,0.3333333333333333,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
hincarla,pringarla,0,0,1,3,0.3333333333333333,0.5555555555555556,1,True,False,bert_only,"(0.2,0.4]","(0.4,0.6]",1
hincar,incorporarse,1,0,1,8,0.6666666666666666,0.5,6,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",6+
historial,histórico,0,0,1,3,0.3333333333333333,0.6,0,True,False,bert_only,"(0.2,0.4]","(0.4,0.6]",0
holgar,trabajar,1,0,0,6,0.75,0.2222222222222222,2,False,False,neither,"(0.6,0.8]","(0.2,0.4]",2
hondamente,profundamente,0,1,1,4,0.3076923076923077,0.5833333333333334,3,False,False,neither,"(0.2,0.4]","(0.4,0.6]",3-5
humita,tamal,0,0,0,5,0.8333333333333334,0.42857142857142855,1,True,True,both,"(0.8,1.0]","(0.4,0.6]",1
imperfecto,perfecto,1,1,1,2,0.2,0.7777777777777778,2,True,True,both,"(0,0.2]","(0.6,0.8]",2
impersuasible,persuasible,1,1,1,2,0.15384615384615385,0.9,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
impiedad,piedad,1,0,1,2,0.25,0.8333333333333334,2,False,True,dual_only,"(0.2,0.4]","(0.8,1.0]",2
imprecisión,precisión,1,1,1,2,0.18181818181818182,0.8888888888888888,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
inamovible,mobile,1,0,1,5,0.5,0.6666666666666666,4,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",3-5
infeccioso,noinfeccioso,1,1,1,2,0.16666666666666666,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
inferior,subordinado,0,1,1,9,0.8181818181818182,0.36363636363636365,3,False,False,neither,"(0.8,1.0]","(0.2,0.4]",3-5
inintencionado,intencionado,1,1,1,2,0.14285714285714285,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
inprocedencia,procedencia,1,1,1,2,0.15384615384615385,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
insatisfecho,satisfecho,1,0,1,2,0.16666666666666666,0.9,2,False,True,dual_only,"(0,0.2]","(0.8,1.0]",2
inservible,útil,1,1,1,8,0.8,0.2,6,True,True,both,"(0.6,0.8]","(0,0.2]",6+
insultar,ofender,0,1,0,7,0.875,0.16666666666666666,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
insurgente,rebelde,0,1,1,8,0.8,0.18181818181818182,3,False,False,neither,"(0.6,0.8]","(0,0.2]",3-5
invertible,noinvertible,1,1,1,2,0.16666666666666666,0.8888888888888888,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
inútil,útil,1,1,1,2,0.3333333333333333,0.8,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
jolines,jolín,0,1,0,3,0.42857142857142855,0.5,2,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",2
joule,julio,0,0,0,3,0.6,0.6666666666666666,0,True,True,both,"(0.4,0.6]","(0.6,0.8]",0
lanzar,proferir,0,1,1,7,0.875,0.1,2,False,False,neither,"(0.8,1.0]","(0,0.2]",2
lascivo,lujurioso,0,0,0,6,0.6666666666666666,0.4,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
liberar,libertar,0,0,0,1,0.125,0.8571428571428571,1,True,True,both,"(0,0.2]","(0.8,1.0]",1
localizar,ubicar,0,1,1,6,0.6666666666666666,0.4444444444444444,3,False,False,neither,"(0.6,0.8]","(0.4,0.6]",3-5
mano,siniestra,0,0,1,8,0.8888888888888888,0.2222222222222222,5,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",3-5
marcharse,partir,0,1,1,6,0.6666666666666666,0.2,3,False,False,neither,"(0.6,0.8]","(0,0.2]",3-5
millineutonio,millinewton,0,1,0,3,0.23076923076923078,0.7777777777777778,2,False,True,dual_only,"(0.2,0.4]","(0.6,0.8]",2
monóxido,pentaóxido,0,0,0,4,0.4,0.5454545454545454,2,True,True,both,"(0.2,0.4]","(0.4,0.6]",2
morar,residir,0,0,0,6,0.8571428571428571,0.125,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
muralla,pared,0,0,0,6,0.8571428571428571,0.25,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
natura,naturaleza,0,1,1,4,0.4,0.625,4,False,False,neither,"(0.2,0.4]","(0.6,0.8]",3-5
nopal,pal,1,0,0,2,0.4,0.6,2,False,False,neither,"(0.2,0.4]","(0.4,0.6]",2
noprensil,prensil,1,0,1,2,0.2222222222222222,0.875,2,False,True,dual_only,"(0.2,0.4]","(0.8,1.0]",2
norenovado,renovado,1,1,0,2,0.2,1.0,2,True,False,bert_only,"(0,0.2]","(0.8,1.0]",2
noreservado,reservado,1,1,1,2,0.18181818181818182,0.875,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
occidental,oriental,1,1,1,3,0.3,0.7,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
palacial,palaciego,0,0,0,3,0.3333333333333333,0.625,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
peces,piscis,0,0,0,3,0.5,0.6,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
peine,peineta,0,0,0,2,0.2857142857142857,0.6666666666666666,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
pragmática,premática,0,1,1,2,0.2,0.8,1,False,False,neither,"(0,0.2]","(0.6,0.8]",1
regadío,secano,1,0,1,4,0.5714285714285714,0.3,1,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",1
repleto,vacío,1,0,1,6,0.8571428571428571,0.1,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
reumatoideo,reumático,0,1,1,4,0.36363636363636365,0.6363636363636364,2,False,False,neither,"(0.2,0.4]","(0.6,0.8]",2
sonografía,ultrasonografía,0,1,0,5,0.3333333333333333,0.7272727272727273,5,False,True,dual_only,"(0.2,0.4]","(0.6,0.8]",3-5
sospechoso,turbio,0,0,1,9,0.9,0.09090909090909091,4,True,False,bert_only,"(0.8,1.0]","(0,0.2]",3-5
talón,zancajo,0,0,0,6,0.8571428571428571,0.2222222222222222,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
tuit,tuiteo,0,0,0,2,0.3333333333333333,0.6,2,True,True,both,"(0.2,0.4]","(0.4,0.6]",2
vellido,velloso,0,0,0,2,0.2857142857142857,0.5714285714285714,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
zettaneutón,zettanewton,0,0,0,2,0.18181818181818182,0.5555555555555556,0,True,True,both,"(0,0.2]","(0.4,0.6]",0
