word1,word2,label,bert_pred,dual_pred,edit_distance,edit_distance_norm,char_jaccard,len_diff,bert_correct,dual_correct,category,ed_bin,jaccard_bin,len_diff_bin
бояться,ссать,0,0,0,5,0.7142857142857143,0.42857142857142855,2,True,True,both,"(0.6,0.8]","(0.4,0.6]",2
бранить,хвалить,1,0,0,3,0.42857142857142855,0.4,0,False,False,neither,"(0.4,0.6]","(0.2,0.4]",0
брать,класть,1,0,0,3,0.5,0.375,1,False,False,neither,"(0.4,0.6]","(0.2,0.4]",1
бревенчатый,рубленый,0,0,0,7,0.6363636363636364,0.5,3,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
булка,хлеб,0,0,0,4,0.8,0.2857142857142857,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
буряк,свёкла,0,0,0,6,1.0,0.1,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
быстро,медленно,1,1,1,7,0.875,0.09090909090909091,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
вбирать,извергать,1,1,0,5,0.5555555555555556,0.6,2,True,False,bert_only,"(0.4,0.6]","(0.4,0.6]",2
ввязнуть,завязнуть,0,1,0,2,0.2222222222222222,0.875,1,False,True,dual_only,"(0.2,0.4]","(0.8,1.0]",1
вдоль,поперёк,1,0,1,7,1.0,0.1,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
ведущий,главный,0,0,0,6,0.8571428571428571,0.16666666666666666,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
вежливый,невежливый,1,1,1,2,0.2,0.875,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
вечеря,ужин,0,0,0,6,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
взаимность,односторонность,1,1,1,10,0.6666666666666666,0.4166666666666667,5,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
видеоблог,влог,0,0,0,5,0.5555555555555556,0.5,5,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
винить,оправдывать,1,1,1,8,0.7272727272727273,0.2727272727272727,5,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
вкусный,невкусный,1,1,1,2,0.2222222222222222,0.875,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
влететь,вылететь,1,1,1,1,0.125,0.8333333333333334,1,True,True,both,"(0,0.2]","(0.8,1.0]",1
вода,огонь,1,0,1,4,0.8,0.14285714285714285,1,False,True,dual_only,"(0.6,0.8]","(0,0.2]",1
война,мир,1,0,0,5,1.0,0.0,2,False,False,neither,"(0.8,1.0]",0,2
вокруг,окрест,0,0,1,4,0.6666666666666666,0.3333333333333333,0,True,False,bert_only,"(0.6,0.8]","(0.2,0.4]",0
волшебство,колдовство,0,0,0,4,0.4,0.5,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
впопад,невпопад,1,1,1,2,0.25,0.7142857142857143,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
врать,лгать,0,0,0,2,0.4,0.42857142857142855,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
выбранить,хвалить,1,0,0,5,0.5555555555555556,0.45454545454545453,2,False,False,neither,"(0.4,0.6]","(0.4,0.6]",2
выкать,тыкать,1,0,0,1,0.16666666666666666,0.8333333333333334,0,False,False,neither,"(0,0.2]","(0.8,1.0]",0
выключить,деактивировать,0,1,1,10,0.7142857142857143,0.35714285714285715,5,False,False,neither,"(0.6,0.8]","(0.2,0.4]",3-5
вылет,высадка,1,0,0,5,0.7142857142857143,0.2222222222222222,2,False,False,neither,"(0.6,0.8]","(0.2,0.4]",2
высокий,невысокий,1,1,1,2,0.2222222222222222,0.7777777777777778,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
вытащить,стащить,1,1,1,2,0.25,0.625,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
глубокий,мелкий,1,0,1,5,0.625,0.4,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
говорун,молчун,1,0,1,4,0.5714285714285714,0.3333333333333333,1,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",1
горячий,тёплый,1,0,1,6,0.8571428571428571,0.08333333333333333,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
двусмысленный,недвусмысленный,1,1,1,2,0.13333333333333333,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
дедушка,отец,0,0,0,7,1.0,0.1111111111111111,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
дезинфекция,обеззараживание,0,1,0,12,0.8,0.26666666666666666,4,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
действенность,действительность,0,1,1,4,0.25,0.8181818181818182,3,False,False,neither,"(0.2,0.4]","(0.8,1.0]",3-5
делимый,неделимый,1,1,1,2,0.2222222222222222,0.875,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
демократический,недемократический,1,1,1,2,0.11764705882352941,0.9230769230769231,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
держава,империя,0,0,1,7,1.0,0.2,0,True,False,bert_only,"(0.8,1.0]","(0,0.2]",0
детям,ребятам,0,0,0,4,0.5714285714285714,0.5,2,True,True,both,"(0.4,0.6]","(0.4,0.6]",2
добросовестный,недобросовестный,1,1,1,2,0.125,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
доверие,недоверие,1,1,1,2,0.2222222222222222,0.8571428571428571,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
дуга,загогулина,0,0,0,8,0.8,0.3333333333333333,6,True,True,both,"(0.6,0.8]","(0.2,0.4]",6+
дьяк,дьячок,0,0,0,2,0.3333333333333333,0.6666666666666666,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
единообразие,единообразность,0,1,1,5,0.3333333333333333,0.75,3,False,False,neither,"(0.2,0.4]","(0.6,0.8]",3-5
екать,икать,1,0,0,1,0.2,0.6666666666666666,0,False,False,neither,"(0,0.2]","(0.6,0.8]",0
животное,человек,1,1,1,7,0.875,0.3,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
забота,попечение,0,0,0,9,1.0,0.1,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
забронировать,облегчать,1,0,1,9,0.6923076923076923,0.35714285714285715,4,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
заводь,стремя,1,0,0,6,1.0,0.0,0,False,False,neither,"(0.8,1.0]",0,0
задача,проблема,0,1,1,7,0.875,0.09090909090909091,2,False,False,neither,"(0.8,1.0]","(0,0.2]",2
задний,передний,1,0,1,4,0.5,0.4444444444444444,2,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",2
закачивание,скачивание,1,0,0,2,0.18181818181818182,0.7777777777777778,1,False,False,neither,"(0,0.2]","(0.6,0.8]",1
замерзать,замораживать,0,0,1,5,0.4166666666666667,0.5454545454545454,3,True,False,bert_only,"(0.4,0.6]","(0.4,0.6]",3-5
захудалый,обедневший,0,0,1,9,0.9,0.13333333333333333,1,True,False,bert_only,"(0.8,1.0]","(0,0.2]",1
имперфект,перфект,1,0,0,2,0.2222222222222222,0.75,2,False,False,neither,"(0.2,0.4]","(0.6,0.8]",2
индивидуализм,коллективизм,1,1,1,10,0.7692307692307693,0.38461538461538464,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
инициативность,пассивность,1,1,1,7,0.5,0.8,3,True,True,both,"(0.4,0.6]","(0.6,0.8]",3-5
искусственный,природный,1,1,0,10,0.7692307692307693,0.2857142857142857,4,True,False,bert_only,"(0.6,0.8]","(0.2,0.4]",3-5
картина,фильм,0,0,0,7,1.0,0.1,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
клясть,проклинать,0,0,0,6,0.6,0.3333333333333333,4,True,True,both,"(0.4,0.6]","(0.2,0.4]",3-5
кованый,рыхлый,1,1,0,5,0.7142857142857143,0.2,1,True,False,bert_only,"(0.6,0.8]","(0,0.2]",1
коллега,сотоварищ,0,1,0,8,0.8888888888888888,0.16666666666666666,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
комната,помещение,0,0,0,7,0.7777777777777778,0.3,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
край,окраина,0,0,1,4,0.5714285714285714,0.42857142857142855,3,True,False,bert_only,"(0.4,0.6]","(0.4,0.6]",3-5
красивый,некрасивый,1,1,1,2,0.2,0.8,2,True,True,both,"(0,0.2]","(0.6,0.8]",2
крепчать,стихать,1,0,1,5,0.625,0.2727272727272727,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
культурный,некультурный,1,1,1,2,0.16666666666666666,0.9,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
ленивый,трудолюбивый,1,1,1,7,0.5833333333333334,0.35714285714285715,5,True,True,both,"(0.4,0.6]","(0.2,0.4]",3-5
лиса,лисица,0,0,1,2,0.3333333333333333,0.8,2,True,False,bert_only,"(0.2,0.4]","(0.6,0.8]",2
любезность,нелюбезность,1,1,1,2,0.16666666666666666,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
максимизировать,минимизировать,1,1,1,3,0.2,0.75,1,True,True,both,"(0,0.2]","(0.6,0.8]",1
микропрограмма,прошивка,0,0,0,10,0.7142857142857143,0.6,6,True,True,both,"(0.6,0.8]","(0.4,0.6]",6+
минута,момент,0,0,1,5,0.8333333333333334,0.375,0,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",0
мобильный,подвижный,0,1,0,5,0.5555555555555556,0.38461538461538464,0,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",0
молодой,пожилой,1,1,0,4,0.5714285714285714,0.375,0,True,False,bert_only,"(0.4,0.6]","(0.2,0.4]",0
молчать,сболтать,1,0,1,3,0.375,0.5555555555555556,1,False,True,dual_only,"(0.2,0.4]","(0.4,0.6]",1
навязать,распутить,1,0,1,6,0.6666666666666666,0.25,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
нагретый,холодный,1,1,1,6,0.75,0.25,0,True,True,both,"(0.6,0.8]","(0.2,0.4]",0
намерение,расчёт,0,0,0,8,0.8888888888888888,0.2,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
нараститься,расшириться,0,0,0,5,0.45454545454545453,0.7777777777777778,0,True,True,both,"(0.4,0.6]","(0.6,0.8]",0
население,эвакуация,1,0,0,8,0.8888888888888888,0.16666666666666666,0,False,False,neither,"(0.8,1.0]","(0,0.2]",0
неадекватный,нормальный,1,1,1,8,0.6666666666666666,0.2857142857142857,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
невежда,учёный,1,1,0,7,1.0,0.09090909090909091,1,True,False,bert_only,"(0.8,1.0]","(0,0.2]",1
невозможно,обычно,1,0,1,7,0.7,0.2,4,False,True,dual_only,"(0.6,0.8]","(0,0.2]",3-5
неволя,свобода,1,0,1,6,0.8571428571428571,0.2,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
некогда,раз,0,1,0,7,1.0,0.1111111111111111,4,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
ненадёжный,подозрительный,0,1,1,11,0.7857142857142857,0.3125,4,False,False,neither,"(0.6,0.8]","(0.2,0.4]",3-5
необъяснимый,объяснимый,1,1,1,2,0.16666666666666666,0.9090909090909091,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
неоднозначный,однозначный,1,1,1,2,0.15384615384615385,0.8888888888888888,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
неоднократный,однократный,1,1,1,2,0.15384615384615385,0.9,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
неосмотрительность,осмотрительность,1,1,1,2,0.1111111111111111,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
неоспоримый,оспоримый,1,1,1,2,0.18181818181818182,0.8,2,True,True,both,"(0,0.2]","(0.6,0.8]",2
неощутимый,явственный,1,1,1,8,0.8,0.38461538461538464,0,True,True,both,"(0.6,0.8]","(0.2,0.4]",0
неплатёж,платёж,1,1,1,2,0.25,0.75,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
неподвижность,подвижность,1,1,1,2,0.15384615384615385,0.9090909090909091,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
непостоянный,постоянный,1,1,1,2,0.16666666666666666,0.8888888888888888,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
непризывной,призывной,1,1,1,2,0.18181818181818182,0.9,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
неприятность,огорчение,0,1,1,10,0.8333333333333334,0.4166666666666667,3,False,False,neither,"(0.8,1.0]","(0.4,0.6]",3-5
неравнодушный,равнодушный,1,1,1,2,0.15384615384615385,0.9090909090909091,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
нерастворимый,растворимый,1,1,1,2,0.15384615384615385,0.8333333333333334,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
несерьёзный,серьёзный,1,1,1,2,0.18181818181818182,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
несколько,нисколько,1,1,0,1,0.1111111111111111,0.75,0,True,False,bert_only,"(0,0.2]","(0.6,0.8]",0
несогласный,согласный,1,1,1,2,0.18181818181818182,0.8888888888888888,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
неспроста,спроста,1,0,1,2,0.2222222222222222,0.75,2,False,True,dual_only,"(0.2,0.4]","(0.6,0.8]",2
нетерпеливо,терпеливо,1,1,1,2,0.18181818181818182,0.8888888888888888,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
неточный,точный,1,1,1,2,0.25,0.8571428571428571,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
неудовлетворённый,удовлетворённый,1,1,1,2,0.11764705882352941,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
нехотя,охотно,1,0,1,4,0.6666666666666666,0.6666666666666666,0,False,True,dual_only,"(0.6,0.8]","(0.6,0.8]",0
нечаянно,специально,1,1,1,6,0.6,0.3333333333333333,2,True,True,both,"(0.4,0.6]","(0.2,0.4]",2
обстоятельство,ситуация,0,0,1,12,0.8571428571428571,0.23076923076923078,6,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",6+
окраска,цвет,0,0,1,7,1.0,0.0,3,True,False,bert_only,"(0.8,1.0]",0,3-5
омоглиф,синоглиф,1,0,0,3,0.375,0.625,1,False,False,neither,"(0.2,0.4]","(0.6,0.8]",1
оплодотворять,плодотворить,0,1,0,2,0.15384615384615385,0.8,1,False,True,dual_only,"(0,0.2]","(0.6,0.8]",1
опочивальня,спальня,0,0,0,5,0.45454545454545453,0.5454545454545454,4,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
острый,хронический,1,1,1,9,0.8181818181818182,0.3333333333333333,5,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
отлучка,присутствие,1,0,1,10,0.9090909090909091,0.15384615384615385,4,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
оттого,поэтому,0,1,0,4,0.5714285714285714,0.2857142857142857,1,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",1
палка,пряник,1,0,0,5,0.8333333333333334,0.25,1,False,False,neither,"(0.8,1.0]","(0.2,0.4]",1
первопроходец,пионер,0,0,0,10,0.7692307692307693,0.4,7,True,True,both,"(0.6,0.8]","(0.2,0.4]",6+
платформа,пристань,0,0,0,8,0.8888888888888888,0.3333333333333333,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
побелеть,посветлеть,0,0,1,3,0.3,0.6666666666666666,2,True,False,bert_only,"(0.2,0.4]","(0.6,0.8]",2
побелеть,темнеть,1,0,1,5,0.625,0.3333333333333333,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
подрастать,уменьшаться,1,0,0,9,0.8181818181818182,0.2857142857142857,1,False,False,neither,"(0.8,1.0]","(0.2,0.4]",1
поесть,покушать,0,1,0,4,0.5,0.4,2,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",2
показание,противопоказание,1,1,1,7,0.4375,0.7272727272727273,7,True,True,both,"(0.4,0.6]","(0.6,0.8]",6+
попрёк,упрёк,0,0,0,2,0.3333333333333333,0.6666666666666666,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
преувеличить,преуменьшить,1,0,1,4,0.3333333333333333,0.5384615384615384,0,False,True,dual_only,"(0.2,0.4]","(0.4,0.6]",0
приквел,сиквел,1,0,0,2,0.2857142857142857,0.625,1,False,False,neither,"(0.2,0.4]","(0.6,0.8]",1
раздор,ссора,0,0,1,5,0.8333333333333334,0.5,1,True,False,bert_only,"(0.8,1.0]","(0.4,0.6]",1
раздражённо,спокойно,1,1,1,9,0.8181818181818182,0.16666666666666666,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
разрушитель,творец,1,0,0,9,0.8181818181818182,0.23076923076923078,5,False,False,neither,"(0.8,1.0]","(0.2,0.4]",3-5
рама,рамка,0,0,0,1,0.2,0.75,1,True,True,both,"(0,0.2]","(0.6,0.8]",1
рассерженный,сердитый,0,1,1,7,0.5833333333333334,0.45454545454545453,4,False,False,neither,"(0.4,0.6]","(0.4,0.6]",3-5
речь,язык,0,0,0,4,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
ровнёхонько,совершенно,0,0,0,7,0.6363636363636364,0.36363636363636365,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
рог,рожок,0,0,0,3,0.6,0.4,2,True,True,both,"(0.4,0.6]","(0.2,0.4]",2
рождение,смерть,1,1,1,7,0.875,0.18181818181818182,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
составленный,составной,0,1,0,4,0.3333333333333333,0.7,3,False,True,dual_only,"(0.2,0.4]","(0.6,0.8]",3-5
старость,юность,1,0,1,4,0.5,0.5,2,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",2
тесный,узкий,0,1,1,5,0.8333333333333334,0.1,1,False,False,neither,"(0.8,1.0]","(0,0.2]",1
увеличиваться,уменьшаться,1,1,1,6,0.46153846153846156,0.5,2,True,True,both,"(0.4,0.6]","(0.4,0.6]",2
хадж,хаджж,0,0,0,1,0.2,1.0,1,True,True,both,"(0,0.2]","(0.8,1.0]",1
череда,чреда,0,0,0,1,0.16666666666666666,1.0,1,True,True,both,"(0,0.2]","(0.8,1.0]",1
